rowid,date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_type,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,stream_width_ratio,culvert_length_score,embed_score,outlet_drop_score,culvert_slope_score,stream_width_ratio_score,final_score,barrier_result,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,aggregated_crossings_id,time_start,date_time_start,camera_id,site_id,gps_id,gps_waypoint_id,mot_culvert_id,utm_corrected,condition,erosion,embankment_issues,blockage_issues,condition_rank,likelihood_flood_event_affecting_culvert,consequence_flood_event_affecting_culvert,climate_change_flood_risk,vulnerability_rank,traffic_volume,community_access,cost,constructability,fish_bearing,environmental_impacts,priority_rank,overall_rank,mergin_user,photo_road,photo_upstream,photo_inlet,photo_downstream,photo_outlet,photo_barrel,photo_condition,photo_embankment,photo_blockage,photo_extra1,photo_extra2,photo_extra1_tag,photo_extra2_tag,condition_notes,climate_notes,priority_notes,surveyor_1,surveyor_2,surveyor_3,gps_waypoint_number,habitat_comment,erosion_issues,embankment_fill_issues,photo_embankment_fill
NA,2022-09-06T07:00:00Z,NA,8302410,newgraph_airvine,9,553739.972305882,6161966.365154947,Tributary to Kispiox River ,Mitten FSR,NA,NA,OBS,BRIDGE,15.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, Bridge. Stream bed is dry at time of assessment.,NA,NA,NA,2022-09-07T01:33:40Z,newgraph_airvine,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,20220906_183701.jpg,20220906_183714.jpg,20220906_183719.jpg,20220906_183725.jpg,20220906_183722.jpg,20220906_183710.jpg,20220906_183728.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,NA,NA,50,NA,NA,NA,NA
NA,2022-09-06T07:00:00Z,2892,NA,newgraph_airvine,9,561637.0284131871,6156976.401964987,NA,Helen FSR,NA,NA,OBS,BRIDGE,11,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, Noted as a culvert PSCIS. Not sure why. Bridge appears to be old.,NA,NA,NA,2022-09-07T01:59:23Z,newgraph_airvine,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,NA,NA,50,NA,NA,NA,NA
NA,2022-09-07T07:00:00Z,NA,8302779,MateoW,9,564361.8630889795,6167112.843910428,Trib to Cullon Creek,Cullon Main,NA,NA,OBS,BRIDGE,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bridge is a little rotten but in ok shape.,NA,NA,NA,2022-09-07T21:11:42Z,MateoW,NA,MateoW,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,photos/TimePhoto_20220907_140847.jpg,photos/TimePhoto_20220907_141002.jpg,photos/TimePhoto_20220907_140951.jpg,photos/TimePhoto_20220907_140922.jpg,photos/TimePhoto_20220907_140856.jpg,photos/TimePhoto_20220907_141059.jpg,photos/TimePhoto_20220907_141018.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,NA,Wide stream with fines and gravels. Lots of cover.,NA,NA,NA
NA,2022-09-07T07:00:00Z,NA,8301892,MateoW,9,569230.1043295293,6166554.362507318,Trib to Carrigan Creek,Skeena Carrigan FSR,4.9,NA,OBS,BRIDGE,3.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bridge with very deep fill. Approx 10cm between water and bottom of bridge. ,NA,NA,NA,2022-09-07T22:38:32Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,photos/TimePhoto_20220907_154052.jpg,photos/TimePhoto_20220907_154032.jpg,photos/TimePhoto_20220907_154038.jpg,photos/TimePhoto_20220907_154147.jpg,photos/TimePhoto_20220907_154140.jpg,photos/TimePhoto_20220907_154022.jpg,NA,NA,NA,photos/TimePhoto_20220907_154158.jpg,NA,At outlet of bridge,NA,NA,NA,NA,MateoW,NA,NA,NA,NA,NA,NA,NA
NA,2022-09-09T07:00:00Z,NA,8302212,newgraph_airvine,9,550746.7935039265,6141256.4392585065,Kitwanga River,Spur,NA,NA,OBS,BRIDGE,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA, Bridge. Beautiful river.,NA,NA,NA,2022-09-09T21:18:06Z,newgraph_airvine,NA,newgraph_airvine,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,20220909_142235.jpg,20220909_142259.jpg,20220909_142304.jpg,20220909_142311.jpg,20220909_142306.jpg,20220909_142237.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,NA,NA,65,NA,NA,NA,NA
NA,2021-08-30T07:00:00Z,NA,1805532,AI,9,685314.058080938,6030316.9592297,Crow Creek,CN Railway,NA,Canadian National,Open Bottom Structure,Bridge,13.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Passable,NA,NA,Bridge. 9:46,pscis_phase1.xlsm,1001805532,9:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2021-08-30T07:00:00Z,NA,1805532,AI,9,685314.058080938,6030316.9592297,Crow Creek,CN Railway,NA,Canadian National,Open Bottom Structure,Bridge,13.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Passable,NA,NA,Bridge. 9:46,pscis_phase1.xlsm,1001805532,9:46,NA,NA,1805532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2021-08-30T07:00:00Z,NA,1805532,AI,9,685314.058080938,6030316.9592297,Crow Creek,CN Railway,NA,Canadian National,Open Bottom Structure,Bridge,13.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Passable,NA,NA,Bridge. 9:46,pscis_phase1.xlsm,1001805532,9:46,NA,NA,1805532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2021-08-30T07:00:00Z,NA,1805532,AI,9,685314.058080938,6030316.9592297,Crow Creek,CN Railway,NA,Canadian National,Open Bottom Structure,Bridge,13.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Passable,NA,NA,Bridge. 9:46,pscis_phase1.xlsm,1001805532,9:46,NA,NA,1805532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-29T22:51:43Z,1001802069,NA,tieasha.pierre,9,665599.4284493467,6052295.145942115,Johnny David,Spur,NA,NA,OTHER,FORD,22,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-29T22:51:43Z,tieasha.pierre,NA,tieasha.pierre,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tieasha.pierre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-09-05T07:00:00Z,NA,8301039,MateoW,9,567730.2871914033,6152762.356614031,NA,Helen 900 150,NA,NA,OTHER,FORD,8,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Located on small trail/road, stream is only accessible by walking",NA,NA,NA,2022-09-05T18:23:02Z,MateoW,NA,MateoW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,photos/TimePhoto_20220905_111341.jpg,photos/TimePhoto_20220905_111417.jpg,photos/TimePhoto_20220905_111420.jpg,photos/TimePhoto_20220905_111514.jpg,photos/TimePhoto_20220905_111517.jpg,photos/TimePhoto_20220905_111410.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,66,"Small stream, good habitat with fines and gravely, and lots of cover and healthy riparian vegetation ",NA,NA,NA
NA,2022-09-05T07:00:00Z,NA,8300390,newgraph_airvine,9,570745.1212415885,6149438.013176033,Tributary to McCully Creek,Spur,0.5,NA,OTHER,FORD,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, Deactivated fur road. Ford is not in the same position as shown on the map.,NA,NA,NA,2000-02-01T21:08:00Z,newgraph_airvine,NA,newgraph_airvine,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,20220905_132342.jpg,20220905_132351.jpg,20220905_132354.jpg,20220905_132402.jpg,20220905_132358.jpg,20220905_132453.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,NA,NA,41, Call wet draw with very steep natural slope downstream of historic Oregon Road. Not likely to use my face.          ,NA,NA,NA
NA,2022-09-06T07:00:00Z,NA,8300124,newgraph_airvine,9,533805.932616918,6176387.051843798,Tributary to Footsore Lake,Kispiox Valley Road,NA,NA,OTHER,FORD,3.5,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, Rode has been deactivated with crossing polled. Lots of love.          ,NA,NA,NA,2022-09-06T19:13:41Z,newgraph_airvine,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,20220906_121721.jpg,20220906_121751.jpg,20220906_121754.jpg,20220906_121759.jpg,20220906_121756.jpg,20220906_121749.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,MW,NA,44,NA,NA,NA,NA
NA,2022-09-26T07:00:00Z,NA,78964,NA,9,581806.0393920031,6156404.442881855,Mtcutcheon creek,Babine slide fsr,36,NA,OTHER,BRIDGE,4.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,New structure and old structure was on the side of the road near bridge.,NA,NA,NA,2022-09-26T17:35:04Z,Jess’ iphone,NA,Josh’s garmin 60cx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220926_103852.jpg,20220926_103915.jpg,20220926_104031.jpg,20220926_103959.jpg,20220926_104040.jpg,20220926_103856.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jo,Jc ,NA,330,excellent habitat,NA,NA,NA
NA,2022-09-26T07:00:00Z,NA,NA,,9,583782.1286167916,6153478.728754604,Tributary to skeena,Babine slide fsr,34,NA,OTHER,BRIDGE,4.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-26T18:14:56Z,Jess iphone,NA,Josh’s garmin 60cx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,20220926_111940.jpg,20220926_112001.jpg,20220926_112051.jpg,20220926_112044.jpg,20220926_112030.jpg,20220926_111956.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jo,Jc,NA,331,Decent habitat,NA,NA,NA
NA,2022-09-26T07:00:00Z,NA,NA,,9,583847.8961602327,6153431.735273475,Distributary to skeena,Babine slide fsr,34,NA,OTHER,BRIDGE,4.8,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,Retaining fencing installed on both side of streams. Black sediment fencing also installed,NA,NA,NA,2022-09-26T18:28:33Z,Jess’ iphone,NA,Josh’s garmin 60cx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,20220926_112933.jpg,20220926_112943.jpg,20220926_112949.jpg,20220926_113003.jpg,20220926_112959.jpg,20220926_112938.jpg,20220926_113008.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jo,Jc,NA,332,"Stream is full of algae. Some type of disturbance upstream. Frequent flooding, vegetation is disturbed.",NA,NA,NA
NA,2022-08-27T07:00:00Z,NA,NA,newgraph_airvine,9,646976.4413907022,5954424.95962218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, This is a test of the time fields.          ,NA,NA,NA,2000-02-01T08:00:00Z,newgraph_airvine,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-29T15:37:52Z,1,NA,newgraph_airvine,9,659399.6279948112,5987918.095554424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-29T15:37:52Z,newgraph_airvine,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,newgraph_airvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2022-08-31T21:46:35Z,123426,NA,MateoW,9,943493.8859421981,1071285.8160291635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-31T21:46:35Z,MateoW,NA,MateoW,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateoW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
